defecto_id,proyecto_id,tipo_defecto_id,fase_id,severidad,descripcion,fecha_registro,metadata_extraccion
550,218,22,4,Baja,Compatibilidad: Navegador/OS en módulo de usuario.,2025-09-14,0
551,218,45,1,Baja,Documentación: Falta de ejemplo en módulo de datos.,2025-01-22,0
552,218,27,9,Baja,Mantenibilidad: Duplicación/código espagueti en módulo de autenticación.,2025-07-09,0
553,218,31,3,Media,Mantenibilidad: Acoplamiento alto en módulo de catálogo.,2024-09-30,0
554,218,14,8,Media,Seguridad: Exposición de datos en módulo de UI.,2025-06-03,0
555,218,20,7,Media,Usabilidad: Diseño inconsistente en módulo de pago.,2024-10-13,0
556,219,25,4,Baja,Compatibilidad: Versionado API en módulo de usuario.,2021-08-23,0
557,219,43,8,Media,Documentación: Guías incompletas en módulo de UI.,2022-01-09,0
558,219,46,12,Baja,Documentación: Formato incorrecto en módulo de API.,2022-02-15,0
559,219,37,5,Alta,Fiabilidad: Condiciones de carrera en módulo de catálogo.,2022-03-24,0
560,219,2,2,Baja,Funcionalidad: Requisitos mal interpretados en módulo de API.,2021-11-17,0
561,219,29,5,Media,Mantenibilidad: Nombres pobres en módulo de API.,2020-10-30,0
562,219,49,8,Baja,Otros: Infraestructura en módulo de reportes.,2021-09-22,0
563,219,50,14,Baja,Otros: Terceros en módulo de UI.,2020-10-24,0
564,223,41,11,Baja,Fiabilidad: Estados inconsistentes en módulo de usuario.,2022-11-27,0
565,223,15,7,Baja,Seguridad: Deserialización peligrosa en módulo de reportes.,2023-05-07,0
566,223,14,6,Baja,Seguridad: Exposición de datos en módulo de UI.,2023-05-11,0
567,232,40,5,Baja,Fiabilidad: Reintentos/retornos en módulo de datos.,2022-12-17,0
568,232,40,7,Media,Fiabilidad: Reintentos/retornos en módulo de pago.,2022-10-29,0
569,232,1,6,Media,Funcionalidad: Lógica/algoritmo en módulo de reportes.,2023-03-18,0
570,232,49,7,Media,Otros: Infraestructura en módulo de catálogo.,2022-12-27,0
571,232,34,5,Baja,Portabilidad: Dependencias SO en módulo de catálogo.,2023-02-02,0
572,232,13,1,Baja,Seguridad: Autorización rota en módulo de API.,2022-08-15,0
573,235,38,6,Baja,Fiabilidad: Fugas de recursos en módulo de autenticación.,2021-03-18,0
574,235,39,6,Baja,Fiabilidad: Time-outs en módulo de catálogo.,2021-05-16,0
575,235,41,3,Baja,Fiabilidad: Estados inconsistentes en módulo de catálogo.,2020-08-02,0
576,235,2,5,Baja,Funcionalidad: Requisitos mal interpretados en módulo de datos.,2021-11-30,0
577,235,5,5,Baja,Funcionalidad: Cálculo numérico en módulo de datos.,2020-11-07,0
578,235,29,3,Media,Mantenibilidad: Nombres pobres en módulo de catálogo.,2021-04-04,0
579,235,27,12,Baja,Mantenibilidad: Duplicación/código espagueti en módulo de API.,2021-10-28,0
580,235,48,7,Media,Otros: Datos de prueba en módulo de catálogo.,2021-09-23,0
581,235,18,8,Baja,Usabilidad: Flujo confuso en módulo de UI.,2021-11-10,0
582,236,43,12,Baja,Documentación: Guías incompletas en módulo de usuario.,2025-11-25,0
583,236,41,13,Media,Fiabilidad: Estados inconsistentes en módulo de autenticación.,2025-11-25,0
584,236,4,8,Media,Funcionalidad: Validación de entradas en módulo de autenticación.,2025-11-25,0
585,236,1,1,Media,Funcionalidad: Lógica/algoritmo en módulo de UI.,2025-11-25,0
586,236,5,3,Media,Funcionalidad: Cálculo numérico en módulo de autenticación.,2025-11-25,0
587,236,34,9,Alta,Portabilidad: Dependencias SO en módulo de usuario.,2025-11-25,0
588,236,17,11,Baja,Usabilidad: Accesibilidad en módulo de reportes.,2025-11-25,0
589,236,18,2,Baja,Usabilidad: Flujo confuso en módulo de datos.,2025-11-25,0
590,236,20,3,Baja,Usabilidad: Diseño inconsistente en módulo de API.,2025-11-25,0
591,237,26,13,Baja,Compatibilidad: Localización en módulo de datos.,2020-06-27,0
592,237,42,4,Media,Documentación: Especificación desactualizada en módulo de datos.,2020-03-04,0
593,237,5,3,Baja,Funcionalidad: Cálculo numérico en módulo de pago.,2020-08-10,0
594,237,2,6,Baja,Funcionalidad: Requisitos mal interpretados en módulo de API.,2020-02-11,0
595,237,28,7,Media,Mantenibilidad: Complejidad ciclomática en módulo de UI.,2020-08-10,0
596,237,30,3,Baja,Mantenibilidad: Falta de pruebas en módulo de datos.,2020-03-13,0
597,237,8,9,Baja,Rendimiento: Bloqueos/contención en módulo de autenticación.,2020-06-05,0
598,237,19,1,Baja,Usabilidad: Etiquetas/ayuda en módulo de catálogo.,2020-09-06,0
599,240,45,3,Baja,Documentación: Falta de ejemplo en módulo de API.,2021-07-25,0
600,240,5,2,Baja,Funcionalidad: Cálculo numérico en módulo de usuario.,2021-09-11,0
601,240,2,5,Media,Funcionalidad: Requisitos mal interpretados en módulo de datos.,2021-06-17,0
602,240,4,6,Media,Funcionalidad: Validación de entradas en módulo de pago.,2021-05-16,0
603,240,28,7,Baja,Mantenibilidad: Complejidad ciclomática en módulo de datos.,2021-07-30,0
604,240,15,8,Baja,Seguridad: Deserialización peligrosa en módulo de reportes.,2021-11-19,0
605,241,26,11,Media,Compatibilidad: Localización en módulo de UI.,2024-12-09,0
606,241,37,8,Alta,Fiabilidad: Condiciones de carrera en módulo de pago.,2023-11-30,0
607,241,38,9,Media,Fiabilidad: Fugas de recursos en módulo de UI.,2024-12-09,0
608,241,2,4,Baja,Funcionalidad: Requisitos mal interpretados en módulo de datos.,2024-10-03,0
609,241,36,5,Baja,Portabilidad: Script deploy en módulo de usuario.,2024-10-14,0
610,241,16,11,Media,Seguridad: XXE en módulo de reportes.,2023-06-02,0
611,241,20,6,Baja,Usabilidad: Diseño inconsistente en módulo de API.,2024-06-03,0
612,243,24,7,Baja,Compatibilidad: Dependencias/bibliotecas en módulo de catálogo.,2025-02-28,0
613,243,46,12,Baja,Documentación: Formato incorrecto en módulo de catálogo.,2025-04-26,0
614,243,30,3,Media,Mantenibilidad: Falta de pruebas en módulo de reportes.,2025-03-18,0
615,243,36,7,Baja,Portabilidad: Script deploy en módulo de pago.,2025-06-11,0
616,243,6,4,Baja,Rendimiento: Consultas ineficientes en módulo de datos.,2025-09-28,0
617,243,19,3,Media,Usabilidad: Etiquetas/ayuda en módulo de UI.,2025-09-21,0
618,243,18,3,Baja,Usabilidad: Flujo confuso en módulo de autenticación.,2025-09-10,0
619,244,40,5,Alta,Fiabilidad: Reintentos/retornos en módulo de usuario.,2020-08-19,0
620,244,5,3,Media,Funcionalidad: Cálculo numérico en módulo de reportes.,2021-08-17,0
621,244,3,1,Media,Funcionalidad: Reglas de negocio en módulo de pago.,2020-12-06,0
622,244,4,5,Media,Funcionalidad: Validación de entradas en módulo de autenticación.,2021-11-02,0
623,244,1,8,Baja,Funcionalidad: Lógica/algoritmo en módulo de usuario.,2020-05-14,0
624,244,3,5,Media,Funcionalidad: Reglas de negocio en módulo de API.,2021-05-26,0
625,244,30,12,Alta,Mantenibilidad: Falta de pruebas en módulo de usuario.,2020-04-28,0
626,244,51,12,Media,Otros: Desconocido en módulo de catálogo.,2020-05-13,0
627,244,8,15,Baja,Rendimiento: Bloqueos/contención en módulo de API.,2020-11-28,0
628,244,13,3,Alta,Seguridad: Autorización rota en módulo de API.,2021-01-30,0
629,244,21,6,Media,Usabilidad: Feedback insuficiente en módulo de autenticación.,2020-08-31,0
630,250,37,4,Media,Fiabilidad: Condiciones de carrera en módulo de datos.,2023-10-11,0
631,250,5,1,Baja,Funcionalidad: Cálculo numérico en módulo de pago.,2024-06-05,0
632,250,4,1,Media,Funcionalidad: Validación de entradas en módulo de catálogo.,2023-12-22,0
633,250,4,7,Baja,Funcionalidad: Validación de entradas en módulo de datos.,2023-06-17,0
634,250,2,3,Alta,Funcionalidad: Requisitos mal interpretados en módulo de UI.,2024-04-11,0
635,250,29,3,Baja,Mantenibilidad: Nombres pobres en módulo de datos.,2024-04-12,0
636,250,32,13,Media,Portabilidad: Rutas/FS en módulo de reportes.,2024-02-17,0
637,250,7,3,Media,Rendimiento: Uso excesivo de CPU en módulo de usuario.,2024-05-01,0
638,250,15,15,Baja,Seguridad: Deserialización peligrosa en módulo de datos.,2023-11-12,0
639,256,43,1,Baja,Documentación: Guías incompletas en módulo de pago.,2025-09-26,0
640,256,42,6,Media,Documentación: Especificación desactualizada en módulo de pago.,2025-10-02,0
641,256,18,1,Baja,Usabilidad: Flujo confuso en módulo de catálogo.,2025-05-21,0
642,261,4,8,Media,Funcionalidad: Validación de entradas en módulo de autenticación.,2025-09-13,0
643,261,47,14,Baja,Otros: Config. errónea en módulo de catálogo.,2025-07-22,0
644,261,7,9,Media,Rendimiento: Uso excesivo de CPU en módulo de pago.,2025-03-17,0
645,261,12,13,Baja,Seguridad: Inyección SQL en módulo de UI.,2025-05-22,0
646,261,13,15,Alta,Seguridad: Autorización rota en módulo de pago.,2025-04-07,0
647,262,42,12,Baja,Documentación: Especificación desactualizada en módulo de catálogo.,2024-06-08,0
648,262,4,2,Media,Funcionalidad: Validación de entradas en módulo de UI.,2024-02-24,0
649,262,34,13,Baja,Portabilidad: Dependencias SO en módulo de usuario.,2024-11-24,0
650,262,14,13,Media,Seguridad: Exposición de datos en módulo de datos.,2024-03-09,0
651,262,20,1,Baja,Usabilidad: Diseño inconsistente en módulo de autenticación.,2024-09-15,0
652,265,7,9,Baja,Rendimiento: Uso excesivo de CPU en módulo de autenticación.,2021-08-01,0
653,265,8,3,Media,Rendimiento: Bloqueos/contención en módulo de autenticación.,2021-01-21,0
654,266,30,9,Baja,Mantenibilidad: Falta de pruebas en módulo de reportes.,2023-06-03,0
655,266,19,9,Media,Usabilidad: Etiquetas/ayuda en módulo de reportes.,2022-11-17,0
656,269,45,12,Baja,Documentación: Falta de ejemplo en módulo de reportes.,2022-03-23,0
657,269,50,4,Baja,Otros: Terceros en módulo de catálogo.,2021-08-11,0
658,269,16,2,Media,Seguridad: XXE en módulo de datos.,2022-05-21,0
659,270,42,13,Media,Documentación: Especificación desactualizada en módulo de autenticación.,2025-04-30,0
660,270,1,3,Baja,Funcionalidad: Lógica/algoritmo en módulo de usuario.,2025-04-20,0
661,274,24,13,Baja,Compatibilidad: Dependencias/bibliotecas en módulo de catálogo.,2023-03-07,0
662,274,19,6,Baja,Usabilidad: Etiquetas/ayuda en módulo de reportes.,2023-03-18,0
663,276,3,3,Media,Funcionalidad: Reglas de negocio en módulo de API.,2022-12-10,0
664,276,27,8,Alta,Mantenibilidad: Duplicación/código espagueti en módulo de UI.,2022-07-27,0
665,276,47,9,Baja,Otros: Config. errónea en módulo de pago.,2022-05-18,0
666,276,16,13,Alta,Seguridad: XXE en módulo de UI.,2022-09-30,0
667,276,18,11,Baja,Usabilidad: Flujo confuso en módulo de API.,2022-02-20,0
668,277,31,5,Baja,Mantenibilidad: Acoplamiento alto en módulo de pago.,2023-10-04,0
669,277,33,11,Media,Portabilidad: Endianness/arqu. en módulo de pago.,2024-02-21,0
670,282,11,3,Media,Seguridad: XSS en módulo de pago.,2024-02-02,0
671,282,16,9,Baja,Seguridad: XXE en módulo de reportes.,2024-07-16,0
672,284,41,7,Media,Fiabilidad: Estados inconsistentes en módulo de API.,2021-02-06,0
673,284,38,10,Alta,Fiabilidad: Fugas de recursos en módulo de reportes.,2021-05-28,0
674,284,5,6,Media,Funcionalidad: Cálculo numérico en módulo de autenticación.,2021-06-21,0
675,285,24,12,Media,Compatibilidad: Dependencias/bibliotecas en módulo de autenticación.,2025-04-27,0
676,285,43,3,Baja,Documentación: Guías incompletas en módulo de UI.,2025-06-09,0
677,285,39,3,Baja,Fiabilidad: Time-outs en módulo de autenticación.,2025-06-04,0
678,285,2,6,Baja,Funcionalidad: Requisitos mal interpretados en módulo de autenticación.,2025-07-14,0
679,285,5,8,Baja,Funcionalidad: Cálculo numérico en módulo de usuario.,2025-07-19,0
680,285,27,5,Baja,Mantenibilidad: Duplicación/código espagueti en módulo de pago.,2025-09-21,0
681,285,27,3,Media,Mantenibilidad: Duplicación/código espagueti en módulo de usuario.,2025-11-17,0
682,285,35,13,Media,Portabilidad: Diferencias de runtime en módulo de API.,2025-08-08,0
683,285,9,5,Baja,Rendimiento: N+1 queries en módulo de datos.,2025-06-28,0
684,287,37,3,Media,Fiabilidad: Condiciones de carrera en módulo de catálogo.,2021-05-25,0
685,287,51,4,Baja,Otros: Desconocido en módulo de API.,2021-12-23,0
686,288,41,7,Media,Fiabilidad: Estados inconsistentes en módulo de API.,2021-05-12,0
687,288,21,3,Baja,Usabilidad: Feedback insuficiente en módulo de reportes.,2020-08-20,0
688,289,3,9,Alta,Funcionalidad: Reglas de negocio en módulo de API.,2021-05-27,0
689,289,29,3,Baja,Mantenibilidad: Nombres pobres en módulo de reportes.,2021-05-25,0
690,290,25,7,Media,Compatibilidad: Versionado API en módulo de datos.,2023-09-10,0
691,290,43,1,Alta,Documentación: Guías incompletas en módulo de UI.,2023-04-09,0
692,290,1,6,Media,Funcionalidad: Lógica/algoritmo en módulo de API.,2022-11-23,0
693,290,51,7,Baja,Otros: Desconocido en módulo de UI.,2024-03-01,0
694,291,1,8,Media,Funcionalidad: Lógica/algoritmo en módulo de reportes.,2025-11-25,0
695,291,5,9,Media,Funcionalidad: Cálculo numérico en módulo de pago.,2025-11-25,0
696,291,1,11,Baja,Funcionalidad: Lógica/algoritmo en módulo de UI.,2025-11-25,0
697,291,5,1,Media,Funcionalidad: Cálculo numérico en módulo de datos.,2025-11-25,0
698,291,5,1,Media,Funcionalidad: Cálculo numérico en módulo de API.,2025-11-25,0
699,291,27,11,Baja,Mantenibilidad: Duplicación/código espagueti en módulo de pago.,2025-11-25,0
700,291,33,6,Media,Portabilidad: Endianness/arqu. en módulo de autenticación.,2025-11-25,0
701,291,18,9,Baja,Usabilidad: Flujo confuso en módulo de API.,2025-11-25,0
702,295,44,12,Baja,Documentación: Comentarios engañosos en módulo de datos.,2025-02-10,0
703,295,41,14,Media,Fiabilidad: Estados inconsistentes en módulo de reportes.,2025-06-25,0
704,295,37,7,Media,Fiabilidad: Condiciones de carrera en módulo de catálogo.,2024-11-08,0
705,295,38,3,Alta,Fiabilidad: Fugas de recursos en módulo de API.,2025-07-05,0
706,295,2,3,Media,Funcionalidad: Requisitos mal interpretados en módulo de UI.,2025-07-30,0
707,295,19,15,Baja,Usabilidad: Etiquetas/ayuda en módulo de usuario.,2025-04-06,0
708,297,24,5,Alta,Compatibilidad: Dependencias/bibliotecas en módulo de API.,2025-11-06,0
709,297,46,5,Baja,Documentación: Formato incorrecto en módulo de API.,2025-11-21,0
710,297,2,8,Baja,Funcionalidad: Requisitos mal interpretados en módulo de API.,2025-11-23,0
711,298,38,14,Alta,Fiabilidad: Fugas de recursos en módulo de pago.,2021-06-04,0
712,298,31,6,Baja,Mantenibilidad: Acoplamiento alto en módulo de pago.,2020-09-29,0
713,298,48,13,Media,Otros: Datos de prueba en módulo de API.,2021-11-17,0
714,298,13,1,Baja,Seguridad: Autorización rota en módulo de usuario.,2021-12-08,0
715,298,19,11,Baja,Usabilidad: Etiquetas/ayuda en módulo de autenticación.,2020-12-11,0
716,298,21,6,Media,Usabilidad: Feedback insuficiente en módulo de reportes.,2020-08-14,0
717,299,46,13,Baja,Documentación: Formato incorrecto en módulo de datos.,2025-09-30,0
718,299,44,7,Baja,Documentación: Comentarios engañosos en módulo de usuario.,2025-06-21,0
719,299,39,8,Media,Fiabilidad: Time-outs en módulo de reportes.,2025-06-21,0
720,299,37,6,Baja,Fiabilidad: Condiciones de carrera en módulo de reportes.,2025-06-29,0
721,299,3,4,Baja,Funcionalidad: Reglas de negocio en módulo de catálogo.,2025-11-21,0
722,299,4,9,Alta,Funcionalidad: Validación de entradas en módulo de UI.,2025-10-30,0
723,299,4,1,Baja,Funcionalidad: Validación de entradas en módulo de UI.,2025-09-01,0
724,299,2,1,Media,Funcionalidad: Requisitos mal interpretados en módulo de autenticación.,2025-06-11,0
725,301,4,1,Media,Funcionalidad: Validación de entradas en módulo de API.,2023-10-05,0
726,301,1,5,Media,Funcionalidad: Lógica/algoritmo en módulo de usuario.,2024-07-06,0
727,301,4,8,Media,Funcionalidad: Validación de entradas en módulo de API.,2024-01-25,0
728,301,20,9,Media,Usabilidad: Diseño inconsistente en módulo de UI.,2023-09-22,0
729,302,4,6,Baja,Funcionalidad: Validación de entradas en módulo de usuario.,2024-09-18,0
730,302,29,8,Media,Mantenibilidad: Nombres pobres en módulo de pago.,2025-03-02,0
731,303,22,4,Media,Compatibilidad: Navegador/OS en módulo de UI.,2025-01-13,0
732,303,23,2,Baja,Compatibilidad: Resolución/dispositivo en módulo de usuario.,2025-06-29,0
733,303,39,4,Media,Fiabilidad: Time-outs en módulo de datos.,2024-12-28,0
734,303,41,11,Baja,Fiabilidad: Estados inconsistentes en módulo de autenticación.,2024-05-12,0
735,303,51,5,Media,Otros: Desconocido en módulo de UI.,2024-02-14,0
736,303,8,7,Alta,Rendimiento: Bloqueos/contención en módulo de pago.,2024-08-27,0
737,303,14,2,Media,Seguridad: Exposición de datos en módulo de API.,2024-02-15,0
738,303,18,6,Media,Usabilidad: Flujo confuso en módulo de pago.,2024-02-14,0
739,305,4,9,Baja,Funcionalidad: Validación de entradas en módulo de API.,2022-07-10,0
740,305,31,3,Baja,Mantenibilidad: Acoplamiento alto en módulo de usuario.,2021-11-30,0
741,305,49,11,Baja,Otros: Infraestructura en módulo de pago.,2021-04-05,0
742,305,32,14,Baja,Portabilidad: Rutas/FS en módulo de datos.,2020-12-07,0
743,305,7,1,Media,Rendimiento: Uso excesivo de CPU en módulo de usuario.,2022-04-28,0
744,305,7,10,Baja,Rendimiento: Uso excesivo de CPU en módulo de pago.,2020-12-15,0
745,305,14,2,Alta,Seguridad: Exposición de datos en módulo de usuario.,2021-07-17,0
746,305,19,6,Baja,Usabilidad: Etiquetas/ayuda en módulo de datos.,2022-06-15,0
747,311,46,12,Baja,Documentación: Formato incorrecto en módulo de datos.,2025-10-21,0
748,311,40,6,Media,Fiabilidad: Reintentos/retornos en módulo de pago.,2025-10-20,0
749,311,1,5,Alta,Funcionalidad: Lógica/algoritmo en módulo de reportes.,2024-05-08,0
750,311,4,3,Media,Funcionalidad: Validación de entradas en módulo de pago.,2024-02-09,0
751,311,7,13,Baja,Rendimiento: Uso excesivo de CPU en módulo de datos.,2025-02-06,0
752,312,42,12,Media,Documentación: Especificación desactualizada en módulo de usuario.,2022-05-25,0
753,312,7,11,Media,Rendimiento: Uso excesivo de CPU en módulo de pago.,2021-10-06,0
754,315,42,12,Baja,Documentación: Especificación desactualizada en módulo de API.,2022-04-15,0
755,315,9,2,Media,Rendimiento: N+1 queries en módulo de autenticación.,2023-12-14,0
756,317,43,12,Media,Documentación: Guías incompletas en módulo de reportes.,2025-06-22,0
757,317,39,6,Baja,Fiabilidad: Time-outs en módulo de pago.,2025-09-15,0
758,317,41,7,Alta,Fiabilidad: Estados inconsistentes en módulo de UI.,2025-09-16,0
759,318,22,6,Baja,Compatibilidad: Navegador/OS en módulo de usuario.,2024-12-12,0
760,318,2,9,Baja,Funcionalidad: Requisitos mal interpretados en módulo de autenticación.,2024-12-13,0
761,321,43,2,Baja,Documentación: Guías incompletas en módulo de autenticación.,2024-06-01,0
762,321,37,7,Baja,Fiabilidad: Condiciones de carrera en módulo de datos.,2024-01-05,0
763,321,2,3,Media,Funcionalidad: Requisitos mal interpretados en módulo de catálogo.,2024-10-03,0
764,321,31,3,Baja,Mantenibilidad: Acoplamiento alto en módulo de datos.,2024-04-28,0
765,321,15,3,Media,Seguridad: Deserialización peligrosa en módulo de catálogo.,2024-02-09,0
766,324,4,5,Baja,Funcionalidad: Validación de entradas en módulo de usuario.,2023-07-19,0
767,324,4,6,Media,Funcionalidad: Validación de entradas en módulo de usuario.,2023-12-01,0
768,324,5,6,Media,Funcionalidad: Cálculo numérico en módulo de UI.,2024-04-30,0
769,324,1,8,Media,Funcionalidad: Lógica/algoritmo en módulo de reportes.,2024-09-16,0
770,324,4,9,Media,Funcionalidad: Validación de entradas en módulo de autenticación.,2024-03-11,0
771,324,3,6,Baja,Funcionalidad: Reglas de negocio en módulo de datos.,2024-05-02,0
772,324,30,3,Baja,Mantenibilidad: Falta de pruebas en módulo de reportes.,2023-09-15,0
773,324,51,3,Alta,Otros: Desconocido en módulo de UI.,2024-05-05,0
774,324,49,11,Baja,Otros: Infraestructura en módulo de API.,2024-09-02,0
775,324,50,8,Baja,Otros: Terceros en módulo de datos.,2023-06-28,0
776,324,32,7,Baja,Portabilidad: Rutas/FS en módulo de reportes.,2024-06-22,0
777,324,7,7,Baja,Rendimiento: Uso excesivo de CPU en módulo de UI.,2023-10-21,0
778,324,11,14,Baja,Seguridad: XSS en módulo de reportes.,2023-11-07,0
779,324,12,4,Baja,Seguridad: Inyección SQL en módulo de UI.,2024-01-29,0
780,324,20,6,Baja,Usabilidad: Diseño inconsistente en módulo de UI.,2023-06-30,0
781,325,26,8,Baja,Compatibilidad: Localización en módulo de autenticación.,2025-01-13,0
782,325,28,6,Baja,Mantenibilidad: Complejidad ciclomática en módulo de usuario.,2023-11-10,0
783,330,26,7,Baja,Compatibilidad: Localización en módulo de datos.,2025-04-29,0
784,330,42,12,Baja,Documentación: Especificación desactualizada en módulo de pago.,2025-07-11,0
785,330,41,8,Baja,Fiabilidad: Estados inconsistentes en módulo de API.,2025-06-06,0
786,330,39,3,Baja,Fiabilidad: Time-outs en módulo de reportes.,2025-05-08,0
787,330,4,2,Baja,Funcionalidad: Validación de entradas en módulo de reportes.,2025-07-14,0
788,330,27,11,Baja,Mantenibilidad: Duplicación/código espagueti en módulo de API.,2025-08-27,0
789,330,31,5,Baja,Mantenibilidad: Acoplamiento alto en módulo de usuario.,2025-05-17,0
790,330,20,6,Baja,Usabilidad: Diseño inconsistente en módulo de autenticación.,2025-11-06,0
791,334,45,13,Baja,Documentación: Falta de ejemplo en módulo de pago.,2022-08-09,0
792,334,3,6,Baja,Funcionalidad: Reglas de negocio en módulo de reportes.,2023-04-26,0
793,336,2,6,Media,Funcionalidad: Requisitos mal interpretados en módulo de API.,2021-11-27,0
794,336,31,5,Baja,Mantenibilidad: Acoplamiento alto en módulo de catálogo.,2021-06-03,0
795,336,28,4,Baja,Mantenibilidad: Complejidad ciclomática en módulo de reportes.,2023-02-10,0
796,336,51,6,Baja,Otros: Desconocido en módulo de datos.,2021-09-19,0
797,336,14,13,Alta,Seguridad: Exposición de datos en módulo de usuario.,2022-03-04,0
798,336,18,1,Media,Usabilidad: Flujo confuso en módulo de pago.,2021-03-26,0
799,336,17,6,Media,Usabilidad: Accesibilidad en módulo de reportes.,2021-07-29,0
800,339,2,9,Baja,Funcionalidad: Requisitos mal interpretados en módulo de autenticación.,2023-10-09,0
801,339,4,3,Media,Funcionalidad: Validación de entradas en módulo de API.,2024-09-18,0
802,339,4,8,Baja,Funcionalidad: Validación de entradas en módulo de autenticación.,2023-10-17,0
803,339,33,4,Alta,Portabilidad: Endianness/arqu. en módulo de catálogo.,2024-02-04,0
804,339,12,4,Baja,Seguridad: Inyección SQL en módulo de catálogo.,2024-10-12,0
805,339,17,2,Baja,Usabilidad: Accesibilidad en módulo de pago.,2024-11-30,0
806,339,17,2,Baja,Usabilidad: Accesibilidad en módulo de catálogo.,2024-04-24,0
807,348,46,14,Baja,Documentación: Formato incorrecto en módulo de datos.,2025-05-04,0
808,348,43,12,Baja,Documentación: Guías incompletas en módulo de API.,2025-10-13,0
809,348,39,7,Alta,Fiabilidad: Time-outs en módulo de datos.,2025-05-21,0
810,348,40,7,Baja,Fiabilidad: Reintentos/retornos en módulo de datos.,2025-07-29,0
811,348,1,5,Baja,Funcionalidad: Lógica/algoritmo en módulo de reportes.,2025-11-16,0
812,348,2,5,Baja,Funcionalidad: Requisitos mal interpretados en módulo de UI.,2025-08-14,0
813,348,3,9,Media,Funcionalidad: Reglas de negocio en módulo de usuario.,2025-06-26,0
814,348,2,8,Media,Funcionalidad: Requisitos mal interpretados en módulo de reportes.,2025-06-19,0
815,348,30,8,Baja,Mantenibilidad: Falta de pruebas en módulo de API.,2025-11-23,0
816,348,29,3,Media,Mantenibilidad: Nombres pobres en módulo de UI.,2025-08-26,0
817,348,7,11,Media,Rendimiento: Uso excesivo de CPU en módulo de datos.,2025-05-17,0
818,349,22,5,Media,Compatibilidad: Navegador/OS en módulo de API.,2022-07-13,0
819,349,3,5,Media,Funcionalidad: Reglas de negocio en módulo de pago.,2023-02-20,0
820,349,5,1,Baja,Funcionalidad: Cálculo numérico en módulo de catálogo.,2022-06-25,0
821,349,47,11,Media,Otros: Config. errónea en módulo de UI.,2022-11-06,0
822,349,13,5,Alta,Seguridad: Autorización rota en módulo de UI.,2022-12-18,0
823,349,17,9,Baja,Usabilidad: Accesibilidad en módulo de usuario.,2022-12-24,0
824,350,44,12,Baja,Documentación: Comentarios engañosos en módulo de pago.,2025-10-07,0
825,350,31,3,Media,Mantenibilidad: Acoplamiento alto en módulo de pago.,2025-10-22,0
826,350,15,6,Baja,Seguridad: Deserialización peligrosa en módulo de UI.,2025-11-06,0
827,351,43,12,Baja,Documentación: Guías incompletas en módulo de datos.,2024-03-30,0
828,351,39,2,Baja,Fiabilidad: Time-outs en módulo de autenticación.,2022-10-31,0
829,351,28,13,Baja,Mantenibilidad: Complejidad ciclomática en módulo de pago.,2023-04-12,0
830,351,31,15,Media,Mantenibilidad: Acoplamiento alto en módulo de datos.,2023-02-10,0
831,351,27,4,Alta,Mantenibilidad: Duplicación/código espagueti en módulo de usuario.,2023-08-30,0
832,351,16,5,Media,Seguridad: XXE en módulo de pago.,2022-09-11,0
833,351,13,2,Media,Seguridad: Autorización rota en módulo de catálogo.,2024-04-16,0
834,351,19,6,Baja,Usabilidad: Etiquetas/ayuda en módulo de reportes.,2022-09-07,0
835,357,22,11,Media,Compatibilidad: Navegador/OS en módulo de catálogo.,2025-11-21,0
836,359,3,8,Baja,Funcionalidad: Reglas de negocio en módulo de API.,2020-02-12,0
837,359,1,6,Media,Funcionalidad: Lógica/algoritmo en módulo de autenticación.,2020-10-25,0
838,359,27,12,Media,Mantenibilidad: Duplicación/código espagueti en módulo de usuario.,2020-03-30,0
839,359,30,3,Baja,Mantenibilidad: Falta de pruebas en módulo de catálogo.,2020-06-20,0
840,359,49,7,Baja,Otros: Infraestructura en módulo de autenticación.,2020-01-25,0
841,360,23,7,Media,Compatibilidad: Resolución/dispositivo en módulo de autenticación.,2023-09-22,0
842,360,42,3,Baja,Documentación: Especificación desactualizada en módulo de UI.,2023-09-08,0
843,360,2,3,Baja,Funcionalidad: Requisitos mal interpretados en módulo de usuario.,2022-09-07,0
844,360,29,9,Media,Mantenibilidad: Nombres pobres en módulo de autenticación.,2022-07-27,0
845,360,28,1,Baja,Mantenibilidad: Complejidad ciclomática en módulo de UI.,2023-11-27,0
846,360,50,4,Media,Otros: Terceros en módulo de usuario.,2023-07-17,0
847,360,34,7,Baja,Portabilidad: Dependencias SO en módulo de autenticación.,2023-09-28,0
848,360,10,5,Alta,Rendimiento: Caching incorrecto en módulo de UI.,2023-11-24,0
849,360,10,5,Baja,Rendimiento: Caching incorrecto en módulo de reportes.,2023-05-07,0
850,360,17,5,Baja,Usabilidad: Accesibilidad en módulo de datos.,2023-02-16,0
851,362,23,5,Baja,Compatibilidad: Resolución/dispositivo en módulo de catálogo.,2023-10-31,0
852,362,25,8,Baja,Compatibilidad: Versionado API en módulo de autenticación.,2023-09-07,0
853,362,29,13,Baja,Mantenibilidad: Nombres pobres en módulo de reportes.,2023-03-13,0
854,362,6,10,Media,Rendimiento: Consultas ineficientes en módulo de API.,2023-05-01,0
855,362,7,13,Baja,Rendimiento: Uso excesivo de CPU en módulo de usuario.,2023-12-19,0
