tarea_id,nombre_tarea,tipo_tarea,prioridad,completada,fecha_entrega,fecha_completado,catalogo_tareas_id,metadata_extraccion
7301,Control de calidad,Diseño,Media,0,2022-08-15,,156,0
7302,Diseño de interfaz,Testing,Media,1,2021-11-14,2021-11-22,156,0
7303,Migración de datos,Soporte,Media,1,2022-07-08,2022-07-12,156,0
7304,Soporte post-implementación,Soporte,Baja,1,2022-12-13,2022-12-15,156,0
7305,Pruebas de rendimiento,Implementación,Baja,1,2022-08-28,2022-08-29,156,0
7306,Revisión de sprint,Documentación,Baja,1,2022-02-06,2022-02-08,156,0
7307,Ajustes post-despliegue,Documentación,Media,1,2022-04-01,2022-04-01,156,0
7308,Control de calidad,Desarrollo,Baja,1,2021-11-25,2021-11-28,156,0
7309,Ajustes post-despliegue,Soporte,Media,1,2022-12-24,2022-12-24,156,0
7310,Diseño de interfaz,Diseño,Media,1,2021-11-21,2021-12-01,156,0
7311,Automatización de pruebas,Testing,Alta,1,2022-08-12,2022-08-14,156,0
7312,Optimización de consultas,Documentación,Media,1,2024-02-06,2024-02-07,157,0
7313,Control de calidad,Mantenimiento,Media,0,2024-05-02,,157,0
7314,Análisis de requisitos,Testing,Baja,1,2024-04-01,2024-04-02,157,0
7315,Desarrollo backend,Desarrollo,Baja,0,2024-05-08,,157,0
7316,Config. infraestructura,Diseño,Baja,0,2024-02-19,,157,0
7317,Desarrollo frontend,Mantenimiento,Alta,0,2024-01-30,,157,0
7318,Integración BD,Mantenimiento,Media,0,2024-01-15,,157,0
7319,Implementación API,Implementación,Alta,0,2024-06-16,,157,0
7320,Mantenimiento,Documentación,Baja,0,2023-12-20,,157,0
7321,Integración BD,Diseño,Baja,0,2024-01-09,,157,0
7322,Config. infraestructura,Testing,Media,0,2024-03-28,,157,0
7323,Despliegue QA,Soporte,Media,0,2024-05-08,,157,0
7324,Implementación API,Soporte,Baja,0,2024-02-15,,157,0
7325,Soporte post-implementación,Mantenimiento,Baja,0,2024-03-25,,157,0
7326,Diseño de interfaz,Diseño,Media,1,2024-04-16,2024-04-18,157,0
7327,Pruebas unitarias,Mantenimiento,Baja,0,2024-03-17,,157,0
7328,Seguridad,Testing,Alta,0,2024-03-07,,157,0
7329,Pruebas funcionales,Mantenimiento,Baja,0,2024-01-18,,157,0
7330,Ajustes post-despliegue,Testing,Baja,0,2024-03-25,,157,0
7331,Revisión de código,Diseño,Media,0,2024-04-02,,157,0
7332,Control de calidad,Diseño,Alta,1,2024-06-01,2024-06-09,157,0
7333,Pruebas unitarias,Desarrollo,Media,1,2024-06-19,2024-06-22,157,0
7334,Despliegue QA,Soporte,Media,0,2024-04-07,,157,0
7335,Documentación técnica,Documentación,Media,1,2024-04-25,2024-05-01,157,0
7336,Soporte post-implementación,Soporte,Alta,1,2024-03-10,2024-03-14,157,0
7337,Desarrollo frontend,Desarrollo,Media,0,2024-03-16,,157,0
7338,Documentación técnica,Desarrollo,Baja,0,2024-04-05,,157,0
7339,Migración de datos,Implementación,Media,0,2024-04-09,,157,0
7340,Ajustes post-despliegue,Documentación,Baja,0,2024-03-14,,157,0
7341,Pruebas unitarias,Diseño,Alta,0,2024-05-19,,157,0
7342,Validación QA,Soporte,Baja,0,2024-03-25,,157,0
7343,Ajustes post-despliegue,Desarrollo,Media,0,2024-03-21,,157,0
7344,Análisis de requisitos,Implementación,Media,0,2024-06-05,,157,0
7345,Diseño de interfaz,Mantenimiento,Media,0,2024-03-08,,157,0
7346,Soporte post-implementación,Testing,Media,0,2024-02-03,,157,0
7347,Revisión de sprint,Soporte,Baja,0,2024-03-09,,157,0
7348,Seguridad,Soporte,Baja,0,2024-04-21,,157,0
7349,Ajustes post-despliegue,Desarrollo,Media,0,2024-06-01,,157,0
7350,Implementación API,Implementación,Media,0,2024-05-13,,157,0
7351,Integración BD,Desarrollo,Media,1,2024-03-30,2024-03-31,157,0
7352,Ajustes post-despliegue,Testing,Baja,1,2024-03-26,2024-04-01,157,0
7353,Seguridad,Mantenimiento,Media,0,2024-03-29,,157,0
7354,Diseño de interfaz,Desarrollo,Media,0,2024-03-08,,157,0
7355,Revisión de código,Mantenimiento,Alta,0,2024-03-12,,157,0
7356,Desarrollo backend,Diseño,Media,0,2024-05-29,,157,0
7357,Revisión de código,Documentación,Alta,0,2024-05-07,,157,0
7358,Optimización de consultas,Soporte,Baja,0,2024-03-19,,157,0
7359,Control de calidad,Desarrollo,Media,0,2024-01-14,,157,0
7360,Diseño de interfaz,Soporte,Media,1,2024-03-12,2024-03-15,157,0
7361,Pruebas unitarias,Implementación,Media,1,2024-02-05,2024-02-05,157,0
7362,CI/CD,Desarrollo,Media,0,2024-02-20,,157,0
7363,Soporte post-implementación,Implementación,Alta,0,2024-02-07,,157,0
7364,Revisión de código,Desarrollo,Media,0,2024-02-24,,157,0
7365,Pruebas funcionales,Mantenimiento,Alta,0,2024-03-31,,157,0
7366,Revisión de código,Documentación,Media,1,2024-04-30,2024-05-06,157,0
7367,Soporte post-implementación,Documentación,Media,0,2024-04-24,,157,0
7368,Desarrollo backend,Mantenimiento,Alta,0,2024-04-05,,157,0
7369,Seguridad,Diseño,Media,1,2024-06-19,2024-06-23,157,0
7370,Validación QA,Testing,Alta,0,2024-03-12,,157,0
7371,Seguridad,Diseño,Alta,0,2024-03-28,,157,0
7372,Integración BD,Soporte,Media,0,2024-01-24,,157,0
7373,Pruebas de rendimiento,Mantenimiento,Alta,0,2024-01-28,,157,0
7374,Revisión de sprint,Soporte,Media,1,2024-01-01,2024-01-06,157,0
7375,Validación QA,Implementación,Media,0,2024-03-05,,157,0
7376,Pruebas unitarias,Diseño,Media,1,2024-06-15,2024-06-21,157,0
7377,Revisión de código,Diseño,Media,0,2024-04-29,,157,0
7378,Documentación técnica,Documentación,Alta,0,2024-03-15,,157,0
7379,Ajustes post-despliegue,Desarrollo,Baja,1,2024-02-23,2024-03-02,157,0
7380,Integración BD,Testing,Media,0,2024-04-23,,157,0
7381,Config. infraestructura,Diseño,Media,0,2024-05-26,,157,0
7382,Diseño de interfaz,Mantenimiento,Baja,0,2024-04-25,,157,0
7383,Implementación API,Soporte,Baja,0,2024-03-10,,157,0
7384,Revisión de código,Documentación,Alta,0,2024-02-12,,157,0
7385,Config. infraestructura,Testing,Alta,1,2024-04-11,2024-04-15,157,0
7386,Revisión de sprint,Mantenimiento,Baja,0,2024-03-08,,157,0
7387,Automatización de pruebas,Diseño,Baja,0,2024-01-20,,157,0
7388,Ajustes post-despliegue,Diseño,Media,0,2024-01-16,,157,0
7389,Pruebas unitarias,Soporte,Alta,0,2024-02-16,,157,0
7390,Desarrollo backend,Testing,Alta,0,2024-03-24,,157,0
7391,Despliegue QA,Implementación,Media,0,2024-01-29,,157,0
7392,Análisis de requisitos,Diseño,Alta,0,2024-04-11,,157,0
7393,Ajustes post-despliegue,Desarrollo,Baja,1,2024-04-20,2024-04-26,157,0
7394,Desarrollo backend,Desarrollo,Alta,0,2024-02-09,,157,0
7395,Automatización de pruebas,Documentación,Media,0,2024-03-21,,157,0
7396,CI/CD,Implementación,Media,0,2024-03-04,,157,0
7397,Migración de datos,Desarrollo,Baja,0,2024-12-22,,158,0
7398,Control de calidad,Mantenimiento,Baja,0,2025-08-24,,158,0
7399,Desarrollo backend,Diseño,Baja,0,2024-10-16,,158,0
7400,Análisis de requisitos,Diseño,Media,0,2025-01-18,,158,0
7401,Mantenimiento,Implementación,Alta,0,2024-12-26,,158,0
7402,Desarrollo frontend,Mantenimiento,Alta,0,2024-10-07,,158,0
7403,Config. infraestructura,Documentación,Media,1,2025-07-05,2025-07-11,158,0
7404,Mantenimiento,Testing,Media,1,2025-02-22,2025-02-23,158,0
7405,Diseño de interfaz,Implementación,Media,1,2025-06-01,2025-06-11,158,0
7406,CI/CD,Documentación,Media,1,2024-12-15,2024-12-15,158,0
7407,Mantenimiento,Mantenimiento,Alta,1,2025-01-06,2025-01-11,158,0
7408,Pruebas funcionales,Soporte,Media,1,2025-09-20,2025-09-25,158,0
7409,Control de calidad,Implementación,Media,0,2025-02-24,,158,0
7410,Mantenimiento,Diseño,Media,0,2025-06-24,,158,0
7411,Pruebas de rendimiento,Soporte,Baja,1,2025-04-24,2025-04-29,158,0
7412,Control de calidad,Diseño,Media,1,2025-07-08,2025-07-13,158,0
7413,Optimización de consultas,Mantenimiento,Media,0,2025-04-01,,158,0
7414,Automatización de pruebas,Documentación,Media,1,2025-10-07,2025-10-12,158,0
7415,Validación QA,Implementación,Baja,1,2025-10-17,2025-10-22,158,0
7416,Control de calidad,Mantenimiento,Baja,0,2024-11-10,,158,0
7417,Control de calidad,Implementación,Baja,0,2025-09-17,,158,0
7418,Ajustes post-despliegue,Implementación,Alta,1,2024-10-27,2024-10-29,158,0
7419,Automatización de pruebas,Mantenimiento,Media,1,2025-09-05,2025-09-15,158,0
7420,CI/CD,Desarrollo,Baja,0,2025-06-28,,158,0
7421,Implementación API,Documentación,Baja,1,2025-03-02,2025-03-05,158,0
7422,Pruebas unitarias,Diseño,Alta,0,2025-06-15,,158,0
7423,Análisis de requisitos,Diseño,Alta,0,2025-07-26,,158,0
7424,Optimización de consultas,Implementación,Alta,0,2025-06-16,,158,0
7425,Mantenimiento,Testing,Alta,0,2025-04-12,,158,0
7426,Pruebas unitarias,Documentación,Alta,1,2025-01-11,2025-01-15,158,0
7427,Mantenimiento,Desarrollo,Alta,1,2025-03-12,2025-03-22,158,0
7428,Config. infraestructura,Desarrollo,Baja,0,2025-07-27,,158,0
7429,Implementación API,Documentación,Media,0,2025-07-05,,158,0
7430,Mantenimiento,Diseño,Media,1,2025-05-16,2025-05-18,158,0
7431,Revisión de código,Testing,Media,0,2024-10-03,,158,0
7432,Revisión de código,Desarrollo,Media,1,2025-07-28,2025-08-14,158,0
7433,Pruebas funcionales,Mantenimiento,Alta,0,2025-01-23,,158,0
7434,Despliegue QA,Documentación,Alta,1,2025-01-22,2025-01-26,158,0
7435,Pruebas unitarias,Mantenimiento,Media,0,2024-09-23,,158,0
7436,Seguridad,Soporte,Alta,1,2025-05-03,2025-05-11,158,0
7437,Mantenimiento,Diseño,Media,1,2024-12-13,2024-12-18,158,0
7438,Desarrollo backend,Soporte,Alta,0,2025-05-19,,158,0
7439,Control de calidad,Implementación,Media,1,2025-06-22,2025-06-30,158,0
7440,Diseño de interfaz,Diseño,Media,0,2025-02-26,,158,0
7441,Revisión de sprint,Testing,Alta,0,2025-05-30,,158,0
7442,Optimización de consultas,Implementación,Baja,0,2025-07-05,,158,0
7443,Integración BD,Soporte,Media,0,2025-04-10,,158,0
7444,Seguridad,Desarrollo,Alta,1,2025-04-07,2025-04-11,158,0
7445,Pruebas de rendimiento,Soporte,Media,1,2025-03-16,2025-03-23,158,0
7446,Pruebas funcionales,Implementación,Media,0,2025-02-05,,158,0
7447,Revisión de código,Documentación,Alta,1,2025-07-27,2025-08-08,158,0
7448,Validación QA,Implementación,Media,0,2025-05-30,,158,0
7449,Despliegue QA,Diseño,Media,1,2025-04-21,2025-04-27,158,0
7450,Control de calidad,Testing,Baja,0,2025-05-02,,158,0
7451,Soporte post-implementación,Implementación,Media,0,2025-04-01,,158,0
7452,Automatización de pruebas,Diseño,Media,1,2025-08-22,2025-08-27,158,0
7453,Análisis de requisitos,Implementación,Alta,1,2025-03-17,2025-03-18,158,0
7454,Despliegue QA,Diseño,Alta,0,2025-07-22,,158,0
7455,Pruebas unitarias,Implementación,Media,1,2025-09-10,2025-09-22,158,0
7456,Validación QA,Mantenimiento,Baja,0,2025-04-23,,158,0
7457,Diseño de interfaz,Mantenimiento,Alta,0,2025-04-07,,158,0
7458,Config. infraestructura,Mantenimiento,Baja,1,2025-05-29,2025-06-04,158,0
7459,Diseño de interfaz,Documentación,Media,0,2025-07-05,,158,0
7460,Seguridad,Implementación,Media,1,2025-08-13,2025-08-14,158,0
7461,Integración BD,Testing,Alta,1,2025-03-18,2025-03-25,158,0
7462,Migración de datos,Diseño,Media,1,2025-05-12,2025-05-16,158,0
7463,Control de calidad,Soporte,Media,1,2025-04-23,2025-04-29,158,0
7464,Soporte post-implementación,Desarrollo,Baja,0,2025-07-05,,158,0
7465,Validación QA,Mantenimiento,Baja,0,2025-07-02,,158,0
7466,Pruebas unitarias,Soporte,Baja,0,2025-01-27,,158,0
7467,Mantenimiento,Mantenimiento,Media,1,2025-07-12,2025-07-17,158,0
7468,Análisis de requisitos,Diseño,Baja,0,2024-12-06,,158,0
7469,Automatización de pruebas,Testing,Media,1,2025-07-08,2025-07-13,158,0
7470,Seguridad,Implementación,Baja,0,2025-01-26,,158,0
7471,Documentación técnica,Desarrollo,Alta,0,2025-07-26,,158,0
7472,Validación QA,Soporte,Media,1,2025-04-24,2025-04-28,158,0
7473,Mantenimiento,Soporte,Media,0,2024-12-28,,158,0
7474,Análisis de requisitos,Soporte,Media,0,2025-09-03,,158,0
7475,Pruebas de rendimiento,Desarrollo,Media,1,2025-04-17,2025-04-24,158,0
7476,Revisión de código,Desarrollo,Media,0,2025-02-28,,158,0
7477,Validación QA,Soporte,Alta,0,2025-01-31,,158,0
7478,Seguridad,Desarrollo,Media,0,2025-03-31,,158,0
7479,Automatización de pruebas,Mantenimiento,Media,1,2025-05-16,2025-05-27,158,0
7480,Automatización de pruebas,Testing,Media,1,2025-06-27,2025-06-27,158,0
7481,Revisión de código,Mantenimiento,Alta,1,2024-12-01,2024-12-02,158,0
7482,Implementación API,Documentación,Media,1,2025-09-14,2025-09-15,158,0
7483,Mantenimiento,Documentación,Alta,1,2025-02-16,2025-02-26,158,0
7484,Integración BD,Documentación,Alta,0,2025-03-05,,158,0
7485,Revisión de código,Mantenimiento,Alta,1,2025-09-05,2025-09-08,158,0
7486,Documentación técnica,Soporte,Media,1,2025-06-06,2025-06-08,158,0
7487,Validación QA,Testing,Media,0,2025-11-03,,158,0
7488,Despliegue QA,Diseño,Alta,1,2025-08-25,2025-08-25,158,0
7489,Config. infraestructura,Mantenimiento,Alta,0,2025-10-15,,158,0
7490,Implementación API,Documentación,Media,1,2025-05-17,2025-05-26,158,0
7491,Pruebas de rendimiento,Desarrollo,Baja,0,2025-08-04,,158,0
7492,Diseño de interfaz,Mantenimiento,Media,1,2025-10-28,2025-10-28,158,0
7493,Pruebas funcionales,Soporte,Alta,1,2025-05-08,2025-05-25,158,0
7494,Despliegue QA,Desarrollo,Alta,0,2025-07-15,,158,0
7495,Diseño de interfaz,Implementación,Media,0,2024-12-01,,158,0
7496,Implementación API,Soporte,Baja,1,2025-01-25,2025-01-26,158,0
7497,Control de calidad,Soporte,Media,1,2025-05-26,2025-05-28,158,0
7498,Optimización de consultas,Desarrollo,Alta,1,2025-04-01,2025-04-01,158,0
7499,Desarrollo backend,Desarrollo,Alta,1,2024-12-21,2024-12-26,158,0
7500,Optimización de consultas,Diseño,Baja,0,2025-04-08,,158,0
7501,Revisión de código,Desarrollo,Alta,1,2024-10-10,2024-10-14,158,0
7502,Desarrollo frontend,Implementación,Media,1,2025-06-01,2025-06-03,158,0
7503,Revisión de código,Mantenimiento,Alta,0,2025-01-19,,158,0
7504,Control de calidad,Documentación,Alta,1,2025-07-24,2025-07-24,158,0
7505,Diseño de interfaz,Desarrollo,Baja,0,2025-10-11,,158,0
7506,Desarrollo frontend,Soporte,Alta,0,2025-01-25,,158,0
7507,Implementación API,Desarrollo,Alta,0,2025-08-10,,158,0
7508,Control de calidad,Implementación,Media,1,2024-10-16,2024-10-16,158,0
7509,Documentación técnica,Desarrollo,Alta,1,2025-03-01,2025-03-06,158,0
7510,Config. infraestructura,Implementación,Media,1,2025-01-10,2025-01-21,158,0
7511,Control de calidad,Desarrollo,Media,1,2025-07-30,2025-07-30,158,0
7512,Ajustes post-despliegue,Documentación,Baja,1,2025-03-05,2025-03-08,158,0
7513,Desarrollo backend,Soporte,Media,0,2024-11-24,,158,0
7514,Seguridad,Mantenimiento,Baja,1,2025-08-01,2025-08-03,158,0
7515,Pruebas funcionales,Mantenimiento,Media,1,2024-11-20,2024-11-22,158,0
7516,Pruebas de rendimiento,Diseño,Media,0,2025-06-13,,158,0
7517,Revisión de código,Mantenimiento,Media,1,2025-09-28,2025-09-28,158,0
7518,Mantenimiento,Soporte,Alta,1,2024-12-16,2024-12-16,158,0
7519,Pruebas de rendimiento,Soporte,Baja,0,2025-09-02,,158,0
7520,Pruebas de rendimiento,Testing,Baja,0,2025-07-10,,158,0
7521,Desarrollo backend,Implementación,Media,1,2024-12-02,2024-12-02,158,0
7522,Análisis de requisitos,Testing,Media,0,2025-03-02,,158,0
7523,Pruebas de rendimiento,Documentación,Media,1,2025-05-04,2025-05-10,158,0
7524,Documentación técnica,Desarrollo,Media,0,2025-08-19,,158,0
7525,Revisión de sprint,Soporte,Media,1,2024-11-01,2024-11-08,158,0
7526,CI/CD,Diseño,Baja,0,2025-10-07,,158,0
7527,Config. infraestructura,Soporte,Alta,0,2025-05-27,,158,0
7528,Pruebas funcionales,Desarrollo,Media,1,2025-11-25,2025-12-03,158,0
7529,Migración de datos,Soporte,Media,0,2025-11-05,,158,0
7530,Pruebas unitarias,Implementación,Baja,0,2025-02-08,,158,0
7531,Optimización de consultas,Mantenimiento,Media,0,2025-07-31,,158,0
7532,Seguridad,Implementación,Baja,0,2025-06-01,,158,0
7533,Pruebas unitarias,Diseño,Media,1,2025-10-05,2025-10-05,158,0
7534,Pruebas unitarias,Documentación,Media,1,2025-08-01,2025-08-07,158,0
7535,Diseño de interfaz,Diseño,Media,0,2025-01-13,,158,0
7536,Desarrollo frontend,Implementación,Media,0,2025-04-21,,158,0
7537,Revisión de sprint,Implementación,Alta,0,2025-01-27,,158,0
7538,Pruebas de rendimiento,Mantenimiento,Media,0,2024-11-21,,158,0
7539,Revisión de sprint,Soporte,Media,0,2025-07-07,,158,0
7540,Desarrollo backend,Testing,Media,1,2025-07-13,2025-07-13,158,0
7541,Mantenimiento,Implementación,Media,0,2025-01-30,,158,0
7542,Control de calidad,Desarrollo,Media,1,2025-02-02,2025-02-02,158,0
7543,Documentación técnica,Desarrollo,Media,0,2025-11-15,,158,0
7544,Optimización de consultas,Diseño,Media,0,2025-11-09,,158,0
7545,Automatización de pruebas,Diseño,Alta,1,2025-01-28,2025-02-07,158,0
7546,Documentación técnica,Desarrollo,Baja,1,2025-10-19,2025-10-25,158,0
7547,Revisión de código,Testing,Media,0,2024-12-31,,158,0
7548,Revisión de código,Soporte,Media,0,2025-01-30,,158,0
7549,Despliegue QA,Desarrollo,Media,1,2025-07-25,2025-07-28,158,0
7550,Pruebas unitarias,Documentación,Media,0,2025-05-30,,158,0
7551,Análisis de requisitos,Implementación,Baja,0,2024-10-18,,158,0
7552,Pruebas funcionales,Testing,Media,0,2025-06-08,,158,0
7553,Análisis de requisitos,Soporte,Media,1,2025-01-14,2025-01-14,158,0
7554,Integración BD,Soporte,Baja,0,2025-11-23,,158,0
7555,Validación QA,Desarrollo,Alta,1,2025-05-25,2025-06-02,158,0
7556,CI/CD,Desarrollo,Media,0,2025-02-19,,158,0
7557,Revisión de código,Mantenimiento,Alta,0,2024-11-23,,158,0
7558,Pruebas funcionales,Implementación,Baja,1,2025-09-11,2025-09-15,158,0
7559,Integración BD,Desarrollo,Media,0,2025-08-19,,158,0
7560,Control de calidad,Testing,Baja,0,2025-09-22,,158,0
7561,Diseño de interfaz,Soporte,Media,0,2025-05-07,,158,0
7562,Integración BD,Testing,Media,1,2025-11-05,2025-11-08,158,0
7563,Seguridad,Testing,Media,0,2025-07-08,,158,0
7564,Implementación API,Implementación,Media,1,2025-10-21,2025-10-25,158,0
7565,Soporte post-implementación,Testing,Media,0,2025-04-16,,158,0
7566,CI/CD,Soporte,Baja,1,2025-04-11,2025-04-19,158,0
7567,Validación QA,Diseño,Baja,1,2025-04-22,2025-04-29,158,0
7568,Análisis de requisitos,Soporte,Alta,0,2024-12-19,,158,0
7569,Integración BD,Testing,Media,0,2024-12-14,,158,0
7570,Revisión de código,Soporte,Baja,1,2025-03-14,2025-03-20,158,0
7571,Desarrollo frontend,Implementación,Alta,1,2025-03-21,2025-04-01,158,0
7572,Validación QA,Documentación,Baja,0,2025-10-23,,158,0
7573,Config. infraestructura,Documentación,Media,0,2025-09-09,,158,0
7574,Mantenimiento,Desarrollo,Media,0,2024-10-11,,158,0
7575,Ajustes post-despliegue,Testing,Media,0,2025-02-16,,158,0
7576,Mantenimiento,Documentación,Alta,1,2025-10-12,2025-10-13,158,0
7577,Desarrollo backend,Testing,Media,1,2025-01-11,2025-01-11,158,0
7578,Optimización de consultas,Documentación,Media,0,2025-03-01,,158,0
7579,Implementación API,Desarrollo,Alta,0,2025-03-12,,158,0
7580,Integración BD,Soporte,Media,1,2025-06-30,2025-07-07,158,0
7581,Documentación técnica,Documentación,Media,1,2025-12-02,2025-12-08,158,0
7582,Desarrollo backend,Testing,Media,1,2025-01-19,2025-01-27,158,0
7583,CI/CD,Testing,Alta,0,2025-06-16,,158,0
7584,Automatización de pruebas,Documentación,Media,0,2025-07-09,,158,0
7585,Integración BD,Soporte,Media,0,2025-03-03,,158,0
7586,Revisión de sprint,Diseño,Alta,1,2025-08-01,2025-08-05,158,0
7587,Integración BD,Testing,Alta,0,2025-07-14,,158,0
7588,CI/CD,Implementación,Baja,1,2024-12-13,2024-12-13,158,0
7589,Revisión de sprint,Implementación,Baja,0,2025-05-03,,158,0
7590,Implementación API,Testing,Media,0,2025-05-21,,158,0
7591,Pruebas funcionales,Desarrollo,Baja,0,2025-03-23,,158,0
7592,Diseño de interfaz,Mantenimiento,Media,0,2025-07-16,,158,0
7593,Pruebas funcionales,Implementación,Alta,0,2025-10-08,,158,0
7594,Desarrollo frontend,Soporte,Media,0,2025-10-25,,158,0
7595,Mantenimiento,Diseño,Media,1,2025-03-09,2025-03-09,158,0
7596,Pruebas funcionales,Desarrollo,Media,1,2025-09-07,2025-09-08,158,0
7597,Pruebas de rendimiento,Testing,Media,0,2025-04-28,,159,0
7598,Documentación técnica,Diseño,Media,0,2025-05-14,,159,0
7599,Seguridad,Testing,Alta,0,2025-07-05,,159,0
7600,Mantenimiento,Diseño,Media,0,2025-10-28,,159,0
7601,Soporte post-implementación,Implementación,Media,1,2025-04-25,2025-04-29,159,0
7602,Revisión de sprint,Mantenimiento,Baja,0,2025-04-21,,159,0
7603,Ajustes post-despliegue,Implementación,Baja,0,2024-11-28,,159,0
7604,Control de calidad,Soporte,Baja,0,2025-11-02,,159,0
7605,Despliegue QA,Mantenimiento,Alta,0,2024-12-10,,159,0
7606,Seguridad,Mantenimiento,Baja,1,2025-07-05,2025-07-09,159,0
7607,Despliegue QA,Mantenimiento,Baja,0,2025-01-16,,159,0
7608,Validación QA,Testing,Alta,0,2025-08-09,,159,0
7609,Integración BD,Mantenimiento,Baja,0,2025-03-08,,159,0
7610,Implementación API,Testing,Media,0,2025-02-12,,159,0
7611,Validación QA,Implementación,Baja,1,2025-06-03,2025-06-08,159,0
7612,Soporte post-implementación,Soporte,Alta,0,2025-05-13,,159,0
7613,Diseño de interfaz,Documentación,Media,0,2025-09-27,,159,0
7614,Despliegue QA,Diseño,Media,0,2025-01-28,,159,0
7615,CI/CD,Implementación,Baja,0,2025-08-28,,159,0
7616,Diseño de interfaz,Soporte,Alta,0,2025-07-22,,159,0
7617,Migración de datos,Diseño,Media,1,2025-06-04,2025-06-04,159,0
7618,Validación QA,Implementación,Media,1,2025-05-06,2025-05-08,159,0
7619,Pruebas de rendimiento,Soporte,Alta,0,2025-10-12,,159,0
7620,Optimización de consultas,Implementación,Media,0,2025-06-28,,159,0
7621,Integración BD,Soporte,Baja,1,2025-03-29,2025-04-05,159,0
7622,Revisión de sprint,Implementación,Media,0,2025-03-17,,159,0
7623,Desarrollo backend,Soporte,Media,0,2021-11-12,,160,0
7624,Revisión de sprint,Testing,Media,0,2021-02-16,,160,0
7625,Optimización de consultas,Diseño,Alta,1,2021-06-10,2021-06-11,160,0
7626,Pruebas unitarias,Mantenimiento,Media,0,2020-04-16,,160,0
7627,Diseño de interfaz,Documentación,Media,1,2021-06-23,2021-06-28,160,0
7628,Diseño de interfaz,Soporte,Baja,0,2021-01-07,,160,0
7629,Validación QA,Testing,Media,1,2021-01-27,2021-01-28,160,0
7630,Desarrollo frontend,Implementación,Media,0,2021-06-10,,160,0
7631,Pruebas funcionales,Testing,Media,0,2021-04-02,,160,0
7632,Despliegue QA,Implementación,Media,1,2021-11-14,2021-11-14,160,0
7633,Análisis de requisitos,Documentación,Media,0,2020-11-09,,160,0
7634,Automatización de pruebas,Testing,Alta,0,2021-02-02,,160,0
7635,Desarrollo frontend,Soporte,Baja,1,2020-08-07,2020-08-07,160,0
7636,Automatización de pruebas,Mantenimiento,Alta,1,2021-05-25,2021-06-02,160,0
7637,Automatización de pruebas,Documentación,Alta,1,2020-06-30,2020-07-09,160,0
7638,Diseño de interfaz,Mantenimiento,Baja,0,2022-01-05,,160,0
7639,Soporte post-implementación,Diseño,Alta,1,2021-06-22,2021-06-23,160,0
7640,CI/CD,Desarrollo,Baja,0,2020-10-06,,160,0
7641,Automatización de pruebas,Documentación,Media,0,2020-06-04,,160,0
7642,Optimización de consultas,Diseño,Media,0,2020-07-05,,160,0
7643,Pruebas unitarias,Implementación,Baja,1,2021-04-19,2021-04-23,160,0
7644,Desarrollo frontend,Diseño,Baja,0,2022-04-03,,160,0
7645,Pruebas de rendimiento,Mantenimiento,Media,1,2021-06-27,2021-07-07,160,0
7646,Pruebas funcionales,Desarrollo,Alta,0,2021-03-29,,160,0
7647,Mantenimiento,Testing,Media,0,2021-04-27,,160,0
7648,Soporte post-implementación,Diseño,Alta,1,2020-08-05,2020-08-13,160,0
7649,Optimización de consultas,Soporte,Alta,1,2020-09-16,2020-09-16,160,0
7650,Control de calidad,Desarrollo,Media,1,2021-11-25,2021-11-30,160,0
7651,Validación QA,Diseño,Alta,1,2021-03-07,2021-03-09,160,0
7652,Validación QA,Mantenimiento,Baja,0,2020-02-12,,160,0
7653,Automatización de pruebas,Documentación,Baja,1,2021-07-25,2021-07-30,160,0
7654,Despliegue QA,Soporte,Alta,0,2021-08-23,,160,0
7655,Control de calidad,Diseño,Baja,0,2020-08-15,,160,0
7656,Validación QA,Documentación,Baja,0,2021-08-16,,160,0
7657,Validación QA,Mantenimiento,Media,0,2021-06-26,,160,0
7658,Diseño de interfaz,Testing,Alta,0,2021-06-29,,160,0
7659,Pruebas unitarias,Desarrollo,Media,0,2020-03-14,,160,0
7660,Soporte post-implementación,Mantenimiento,Media,0,2021-01-16,,160,0
7661,Desarrollo backend,Diseño,Media,0,2021-07-14,,160,0
7662,Migración de datos,Implementación,Media,0,2021-12-19,,160,0
7663,Despliegue QA,Implementación,Baja,1,2021-09-13,2021-09-18,160,0
7664,Validación QA,Soporte,Media,1,2021-05-15,2021-05-21,160,0
7665,Ajustes post-despliegue,Diseño,Alta,1,2021-07-02,2021-07-14,160,0
7666,Migración de datos,Implementación,Media,0,2021-07-15,,160,0
7667,Documentación técnica,Diseño,Media,1,2021-05-23,2021-05-25,160,0
7668,Config. infraestructura,Implementación,Alta,0,2022-01-27,,160,0
7669,Pruebas unitarias,Documentación,Media,0,2021-03-21,,160,0
7670,Control de calidad,Documentación,Media,0,2020-04-20,,160,0
7671,Ajustes post-despliegue,Diseño,Baja,0,2021-03-17,,160,0
7672,Implementación API,Diseño,Media,1,2021-05-20,2021-05-20,160,0
7673,Pruebas de rendimiento,Desarrollo,Baja,0,2020-07-02,,160,0
7674,Pruebas de rendimiento,Desarrollo,Media,1,2021-10-20,2021-10-20,160,0
7675,Config. infraestructura,Documentación,Media,0,2020-07-30,,160,0
7676,CI/CD,Implementación,Media,0,2020-08-10,,160,0
7677,Validación QA,Diseño,Media,0,2021-10-06,,160,0
